x,y,curvature
346393.527617,4070162.127041,0.06083752412788554
346393.243746,4070162.561266,0.06995428631989188
346393.007947,4070163.02052,0.07120858770743932
346392.772147,4070163.479775,0.07303990715207097
346392.536348,4070163.93903,0.07543069829976669
346392.345312,4070164.404878,0.07545361558480305
346392.154276,4070164.870726,0.07839355519842735
346391.96324,4070165.336575,0.08186093326051529
346391.842748,4070165.753063,0.08072581645090555
346391.722256,4070166.169552,0.08195067365523245
346391.601764,4070166.586041,0.08064914185809145
346391.652181,4070166.906973,0.07310228756975073
346391.603775,4070167.318466,0.07454290532206122
346391.555369,4070167.729959,0.074697580798348
346391.506964,4070168.141452,0.07440319625542778
346391.458558,4070168.552945,0.07603771238054369
346391.456964,4070168.960822,0.07248607660704276
346391.455371,4070169.368699,0.07041367668438518
346391.453777,4070169.776575,0.07116263623356558
346391.452183,4070170.184452,0.07174862976435488
346391.436778,4070170.81731,0.07638771745917286
346391.560997,4070171.27009,0.07886390840135966
346391.685217,4070171.72287,0.0774147887832153
346391.783892,4070172.12062,0.07762129590667818
346391.882567,4070172.51837,0.07772697391799112
346391.981242,4070172.91612,0.07773045902256967
346392.079917,4070173.31387,0.08013577887562705
346392.216378,4070173.702617,0.07839995523781444
346392.352839,4070174.091364,0.07660784559539968
346392.4893,4070174.480111,0.07853570310885631
346392.625762,4070174.868858,0.07832516757172778
346392.851826,4070175.21299,0.07547857171288312
346393.077891,4070175.557121,0.07226740709908776
346393.303955,4070175.901252,0.06990328238900648
346393.53002,4070176.245383,0.06719214240662154
346393.756084,4070176.589515,0.06419152523483503
346393.982149,4070176.933646,0.06131483371464889
346394.208213,4070177.277777,0.0606435412057315
346394.434278,4070177.621908,0.05996343261554312
346394.714341,4070177.927613,0.05220435759420812
346394.994404,4070178.233318,0.04442514283766471
346395.274467,4070178.539023,0.042347841404039716
346395.55453,4070178.844727,0.04026836129357072
346395.938985,4070179.204044,0.03372258392775925
346396.323439,4070179.563361,0.027462701907588972
346396.707894,4070179.922678,0.02148189903417293
346396.999448,4070180.197103,0.016432640704332563
346397.291002,4070180.471527,0.011353919556820316
346397.582556,4070180.745951,0.006254797807156934
346397.874111,4070181.020375,0.004638436954396572
346398.165665,4070181.2948,0.003006625429759184
346398.457219,4070181.569224,0.0013593768653749458
346398.748774,4070181.843648,0.0
346399.040328,4070182.118072,0.0
346399.331882,4070182.392496,0.0
346399.623436,4070182.666921,0.0
346399.914991,4070182.941345,0.0
346400.206545,4070183.215769,0.0
346400.498099,4070183.490193,0.0
346400.789654,4070183.764617,0.0
346401.081208,4070184.039042,0.0
346401.372762,4070184.313466,0.0
346401.664316,4070184.58789,0.0
346401.955871,4070184.862314,0.0
346402.247425,4070185.136738,0.0
346402.538979,4070185.411163,0.0
346402.830534,4070185.685587,0.0
346403.122088,4070185.960011,0.0
346403.413642,4070186.234435,0.0
346403.705196,4070186.50886,0.0
346403.996751,4070186.783284,0.0
346404.288305,4070187.057708,0.0
346404.579859,4070187.332132,0.0
346404.871413,4070187.606556,0.0
346405.162968,4070187.880981,0.0
346405.454522,4070188.155405,0.0
346405.746076,4070188.429829,0.0
346406.037631,4070188.704253,0.0
346406.329185,4070188.978677,0.001115239093633594
346406.620739,4070189.253102,0.0014855289644695672
346406.912293,4070189.527526,0.0018550603238083037
346407.203848,4070189.80195,0.0022240469597163293
346407.495402,4070190.076374,0.002592184505405483
346407.786956,4070190.350799,0.0029595119097097205
346408.078511,4070190.625223,0.0033263406575115896
346408.370065,4070190.899647,0.0036923133732099174
346408.659374,4070191.180165,0.0033199660878646107
346408.948683,4070191.460684,0.0029481460455440755
346409.237992,4070191.741202,0.002577162439574444
346409.527301,4070192.021721,0.00220692815604932
346409.81661,4070192.302239,0.0018373582406625477
346410.105919,4070192.582758,0.0014684099504460304
346410.395228,4070192.863276,0.0011002596395257374
346410.684537,4070193.143794,0.0
346410.973846,4070193.424313,0.0
346411.263155,4070193.704831,0.0
346411.552464,4070193.98535,0.0
346411.841773,4070194.265868,0.0
346412.131082,4070194.546386,0.0
346412.42039,4070194.826905,0.0
346412.709699,4070195.107423,0.0
346412.999008,4070195.387942,0.0
346413.288317,4070195.66846,0.0
346413.577626,4070195.948979,0.0
346413.866935,4070196.229497,0.0
346414.156244,4070196.510015,0.0
346414.445553,4070196.790534,0.0
346414.734862,4070197.071052,0.0
346415.024171,4070197.351571,0.0
346415.31348,4070197.632089,0.0
346415.602789,4070197.912607,0.0
346415.892098,4070198.193126,0.0
346416.181407,4070198.473644,0.0
346416.470716,4070198.754163,0.0
346416.760025,4070199.034681,0.0
346417.049334,4070199.3152,0.0
346417.338643,4070199.595718,0.0
346417.627952,4070199.876236,0.0
346417.917261,4070200.156755,0.0
346418.20657,4070200.437273,0.0
346418.495879,4070200.717792,0.0
346418.785188,4070200.99831,0.0
346419.074497,4070201.278829,0.0
346419.363806,4070201.559347,0.0
346419.653115,4070201.839865,0.0
346419.942424,4070202.120384,0.0
346420.231733,4070202.400902,0.0
346420.521042,4070202.681421,0.0
346420.810351,4070202.961939,0.0
346421.09966,4070203.242457,0.0
346421.388969,4070203.522976,0.0
346421.678278,4070203.803494,0.0
346421.967587,4070204.084013,0.0
346422.256896,4070204.364531,0.0
346422.546205,4070204.64505,0.0
346422.835514,4070204.925568,0.0011470144926028734
346423.124823,4070205.206086,0.001377320094178122
346423.414132,4070205.486605,0.0016079855495989399
346423.703441,4070205.767123,0.0018389659326078695
346423.992749,4070206.047642,0.0020704334241995136
